,sigma1,sigma2,sigma3,t0,t1,t2,t31,t32,t33,x0,x1,x2,x31,x32,x33
0,0.5583821236457336,0.0,0.0,-2433.310878208997,464.01234197633755,-418.1518353014479,11896.665420326759,0.0,0.0,0.5598414054236835,-0.6283275020665512,1.14588705735836,1.143722317880894,0.0,0.0
1,0.24078271597088327,0.0,0.0,-1954.1745322910165,251.81998460415002,46.69872595836358,10831.428377778479,0.0,0.0,0.41616060656223475,-0.2924160089668906,6.808464343746968,0.4158928911483691,0.0,0.0
2,0.37814571106944017,0.0,0.0,-1637.2407221748476,313.73679324302,-16.484283219145254,11041.043534121203,0.0,0.0,0.13416158595307182,-0.7701986172741134,3.31650358726408,0.4750773434032563,0.0,0.0
3,0.48794711843345306,0.0,0.0,-2352.029750558026,388.08961963368586,-74.91729886504646,11902.95653578032,0.0,0.0,0.06231240174704003,-1.1689369554976494,-5.494282739742588,0.2591157337940667,0.0,0.0
4,0.19447332324368466,0.0,0.0,-2043.6193194571165,457.4234755062036,-360.2643474822496,15993.520202890762,0.0,0.0,0.6834596595244412,-0.9783361266635451,5.502256736545213,0.8441050621970916,0.0,0.0
5,0.35723140424762034,0.0,0.0,-2126.0550056256207,295.42532395314265,78.78468925355901,12475.187946971055,0.0,0.0,0.40184458651156696,-1.0129476221809686,-1.4072533612046545,0.6553638915168194,0.0,0.0
6,0.5470530224994774,0.0,0.0,-1637.2088436057995,427.44676395172746,-77.53399070708724,13462.440526581227,0.0,0.0,0.04039189060339914,-0.8747342967824261,-2.3742583118582417,-0.1302382200509491,0.0,0.0
7,0.31895492201329606,0.0,0.0,-2075.3633044877542,236.85350012275595,-303.7467931226323,15171.171926284209,0.0,0.0,0.39237134102353066,0.03256171587596968,5.884297759216688,0.2719199396701533,0.0,0.0
8,0.16030186099365673,0.0,0.0,-1560.533219085351,348.7670358319517,-238.5828086871142,12199.178610057259,0.0,0.0,0.09737127991171621,0.22232116407822344,2.2133096877044185,0.007246960634772204,0.0,0.0
9,0.39302776961151015,0.0,0.0,-1888.7687592631626,339.0182117709859,165.88458406198617,12092.572377240522,0.0,0.0,0.2230907103707526,-0.7236903464298297,-2.798688698560195,0.4686716211901832,0.0,0.0
10,0.2523285484839598,0.0,0.0,-1582.257999954322,308.57485135452407,93.61890396963327,11300.370438439468,0.0,0.0,0.08505093330679528,-1.1251540403710054,-0.5272392546451252,0.2953382977368662,0.0,0.0
11,0.5179917451419613,0.0,0.0,-1711.6175424093276,440.15720035637423,62.260213245275,13900.113511734253,0.0,0.0,0.6362711322442546,-0.13034105461596468,3.066492063992321,0.4464033210539488,0.0,0.0
12,0.39626684448892613,0.0,0.0,-2399.384987953655,460.3812318614837,103.3005479825755,12502.963543045365,0.0,0.0,0.3841664160683944,-1.1471556764229538,-6.653207765475051,1.0250584929406001,0.0,0.0
13,0.2330011617265495,0.0,0.0,-1614.602102264277,425.58004394912206,-275.1792285141404,11686.85281217497,0.0,0.0,0.15668294114536227,-1.0127787215848623,-5.201116302791965,0.8826194879738671,0.0,0.0
14,0.23053946591269478,0.0,0.0,-2438.234536810508,449.0241292133387,121.02297296570555,14441.05566981051,0.0,0.0,0.13939231290739731,-0.10719809669444924,2.587504935642512,0.45034840966276307,0.0,0.0
15,0.4841708766238938,0.0,0.0,-1643.5537644558176,262.50694455016657,139.65091325719857,15268.381235230543,0.0,0.0,0.491226618134662,-0.8345420869240336,4.209048884209054,0.06596783888893842,0.0,0.0
16,0.3795815443758158,0.0,0.0,-1537.8515488131034,398.7743390094805,-96.44161188001095,11733.132480204256,0.0,0.0,0.32776380500146096,-0.7812653935568451,-4.44027067039915,0.887589158760081,0.0,0.0
17,0.16209496646912405,0.0,0.0,-2303.9667503012697,253.12911265768713,72.41673658467869,15483.691140160721,0.0,0.0,0.4047650579874212,0.22679706635747143,-4.759891586948823,0.3478879311115033,0.0,0.0
18,0.35065870279672495,0.0,0.0,-1971.8262856407518,266.19421428333567,-59.98633603676899,14122.115423284527,0.0,0.0,0.5208669696485476,0.2473286641621415,-6.389158518951961,0.6672867894318062,0.0,0.0
19,0.5359513364435764,0.0,0.0,-1863.9852157807363,257.3482184976847,-77.1931543141925,11307.149544214348,0.0,0.0,0.29270835235865494,-0.42327155926940085,4.477741587789776,-0.12379910562902202,0.0,0.0
20,0.19925594829014484,0.0,0.0,-1482.661910509916,292.91436486976784,155.26903036791418,13389.34059021634,0.0,0.0,0.307460333217789,-0.4572541900899909,2.408848263211782,-0.003657494589071275,0.0,0.0
21,0.5022433262336937,0.0,0.0,-1720.7100035423246,394.5814170096232,105.0879384807912,15128.447393745222,0.0,0.0,0.058000966978983236,-0.7258380662923173,2.219197566283567,0.7637352055984543,0.0,0.0
22,0.5133366706821012,0.0,0.0,-2164.8689362309033,289.53281447488973,-86.42720377325799,13838.708155780707,0.0,0.0,0.5312459378908541,-0.9611973876131596,6.424115122222956,0.16106480023106928,0.0,0.0
23,0.40360120307554875,0.0,0.0,-1662.8252172764542,247.15350166377243,-418.17648503487175,14865.221507387789,0.0,0.0,0.14601262873104612,0.08551006452919996,-4.836690145559846,-0.061661105450858206,0.0,0.0
24,0.2658550505066424,0.0,0.0,-1773.0171118583817,362.5190171368059,22.92851912873732,15870.005319872304,0.0,0.0,0.6068556884099883,-1.2548040654349197,-2.4276251162380627,0.8248560598216852,0.0,0.0
25,0.20891090611462004,0.0,0.0,-2067.912732251332,398.5433731441676,-125.03163325616032,13932.364161258736,0.0,0.0,0.11931610537756804,-0.150323134165133,-2.3683677815229123,-0.019408783553406916,0.0,0.0
26,0.33770414116268277,0.0,0.0,-1749.352659363948,295.6813427858827,-213.45938786152297,13199.868203741573,0.0,0.0,0.12479268429300805,-0.7229457233253417,-5.515533914061842,0.03663190357736973,0.0,0.0
27,0.13009169162786097,0.0,0.0,-1794.6879461806216,326.1032617625695,64.11305895555142,12753.812761978957,0.0,0.0,0.07410083125260694,0.04781176938318654,5.097700926531909,0.000393732421350379,0.0,0.0
28,0.4758119971316013,0.0,0.0,-2314.0959691613484,268.46113978112464,-22.562191019983175,13042.86538370722,0.0,0.0,0.3429195603811528,-0.9799335946934291,3.5330833704571045,0.3056227272921512,0.0,0.0
29,0.24163838826803052,0.0,0.0,-2304.312752449218,362.1576819774899,-395.36910975643747,11283.444175601591,0.0,0.0,0.34916198140746796,-1.1340897350115482,3.1902560955485946,0.21951838736490242,0.0,0.0
30,0.4192296538842561,0.0,0.0,-2298.144156433012,397.4357296444256,-123.50696676357973,11911.767992104249,0.0,0.0,0.15107611914595512,-0.8424483392045388,-6.8042888272607644,0.4018717886868704,0.0,0.0
31,0.22033511469712136,0.0,0.0,-2280.4463513811534,227.54568111009755,-34.07208821536909,15087.580808344377,0.0,0.0,0.23468769274151666,-1.0712395795130287,-2.863307470324524,0.2616191086425543,0.0,0.0
32,0.22472768683967226,0.0,0.0,-1730.102805633967,399.44240936210986,-181.67848511884515,11025.451669406413,0.0,0.0,0.12574055775620746,-0.0527857057368708,-3.612891130089883,0.8745289970456758,0.0,0.0
33,0.47498675820601216,0.0,0.0,-2493.9108539792423,325.33939321956257,-395.54793311053726,13661.769710391647,0.0,0.0,0.4363175212881181,0.0921713423662407,5.118329764955014,0.02947438871958888,0.0,0.0
34,0.5389517722074197,0.0,0.0,-1914.4436974678097,302.0076387862906,169.0438549111193,13647.997217748314,0.0,0.0,0.11045326475743916,0.1863352324136558,-0.2549038996587738,0.2635767893350169,0.0,0.0
35,0.35491605901967616,0.0,0.0,-2001.7895694780889,446.2230401950492,-37.484877174255985,15333.271441713941,0.0,0.0,0.21425249560881426,-0.8319922945854592,-3.196681317500907,0.5240207822397154,0.0,0.0
36,0.1804963232324548,0.0,0.0,-1795.6012125078287,422.9799147549288,-345.9358919839697,15331.999708178271,0.0,0.0,0.541171229898657,-0.7895924906822701,-4.5781063972733484,0.1575190682797885,0.0,0.0
37,0.14768658356867653,0.0,0.0,-2049.32783486421,304.9128341093127,136.1910461745489,15685.62079352112,0.0,0.0,0.4810090824981115,-0.9515287727899817,0.5803401946361095,0.5559006171675145,0.0,0.0
38,0.303335304516006,0.0,0.0,-2027.8232250755527,464.96874650688335,-78.4298416814247,13789.648346187587,0.0,0.0,0.019711059385218506,-0.7634347151979811,5.997458381452647,0.7562262235626509,0.0,0.0
39,0.18929785037136726,0.0,0.0,-1680.0195559321487,436.4686226652481,-404.6533508710193,12226.62197184748,0.0,0.0,0.23853267130187492,0.11374921377321145,-6.334281116253591,1.1298942042552038,0.0,0.0
